id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions/0/version,versions/0/created,versions/1/version,versions/1/created,update_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012152,Evan S. Scannapieco,"Evan Scannapieco, Tom Broadhurst","Linking the Metallicity Distribution of Galactic Halo Stars to the
  Enrichment History of the Universe","5 pages, 1 figure, ApJ Letters, accepted",,10.1086/319487,,astro-ph,,"  We compare the metallicity distribution of Galactic Halo stars with 3D
realizations of hierarchical galaxy formation. Outflows from dwarf galaxies
enrich the intergalactic medium inhomogeneously, at a rate depending on the
local galaxy density. Consequently, the first stars created in small
early-forming galaxies are less metal-rich that the first stars formed in more
massive galaxies which typically form later. As most halo stars are likely to
originate in accreted dwarfs, while disk stars formed out of outflow-enriched
gas, this scenario naturally generates a ``metallicity floor'' for old disk
stars, which we find to be roughly coincident with the higher end of our
predicted metallicity distribution of halo stars, in agreement with
observations. The broad and centrally peaked distribution of halo star
metallicities is well reproduced in our models, with a natural dispersion
depending on the exact accretion history. Our modeling includes the important
``baryonic stripping'' effect of early outflows, which brush away the tenuously
held gas in neighboring pre-virialized density perturbations. This stripping
process does not significantly modify the predicted shape of the halo star
metal distribution but inhibits star-formation and hence the number of accreted
stars, helping to reproduce the observed total Galactic halo luminosity and
also the lack of low-luminosity local dwarf galaxies relative to N-body
predictions.
",v1,"Thu, 7 Dec 2000 01:03:12 GMT",v2,"Tue, 6 Feb 2001 06:33:29 GMT",31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012153,Sergei Bashinsky,"Sergei Bashinsky, Edmund Bertschinger (MIT)","Position-Space Description of the Cosmic Microwave Background and Its
  Temperature Correlation Function","The version accepted for publication in Phys. Rev. Letters. 4 pages,
  3 figures",Phys.Rev.Lett. 87 (2001) 081301,10.1103/PhysRevLett.87.081301,MIT-CTP-3063,astro-ph,,"  We suggest that the cosmic microwave background (CMB) temperature correlation
function C(theta) as a function of angle provides a direct connection between
experimental data and the fundamental cosmological quantities. The evolution of
inhomogeneities in the prerecombination universe is studied using their Green's
functions in position space. We find that a primordial adiabatic point
perturbation propagates as a sharp-edged spherical acoustic wave. Density
singularities at its wavefronts create a feature in the CMB correlation
function distinguished by a dip at theta ~ 1.2 deg. Characteristics of the
feature are sensitive to the values of cosmological parameters, in particular
to the total and the baryon densities.
",v1,"Thu, 7 Dec 2000 18:04:20 GMT",v2,"Mon, 30 Jul 2001 23:01:28 GMT",31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012154,Fernando Camilo,"F. Camilo (1,2), A. G. Lyne (2), R. N. Manchester (3), J. F. Bell (3),
  I. H. Stairs (2,4), N. D'Amico (5), V. M. Kaspi (6,7), A. Possenti (5), F.
  Crawford (7), N. P. F. McKay (2). ((1) Columbia University, (2) Jodrell Bank
  Observatory, (3) ATNF, (4) NRAO, (5) University of Bologna, (6) McGill
  University, (7) MIT)",Discovery of Five Binary Radio Pulsars,"5 pages, 4 embedded EPS figs, accepted for publication by ApJ Letters",Astrophys.J. 548 (2001) L187,10.1086/319120,,astro-ph,,"  We report on five binary pulsars discovered in the Parkes multibeam Galactic
plane survey. All of the pulsars are old, with characteristic ages 1-11 Gyr,
and have relatively small inferred magnetic fields, 5-90e8 G. The orbital
periods range from 1.3 to 15 days. As a group these objects differ from the
usual low-mass binary pulsars (LMBPs): their spin periods of 9-88 ms are
relatively long; their companion masses, 0.2-1.1 Msun, are, in at least some
cases, suggestive of CO or more massive white dwarfs; and some of the orbital
eccentricities, 1e-5 < e < 0.002, are unexpectedly large. We argue that these
observed characteristics reflect binary evolution that is significantly
different from that of LMBPs. We also note that intermediate-mass binary
pulsars apparently have a smaller scale-height than LMBPs.
",v1,"Thu, 7 Dec 2000 01:32:41 GMT",,,31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012155,Alessandro Marconi,"A. Marconi, D. Axon, J. Atkinson, J. Binney, A. Capetti, M. Carollo,
  L. Dressel, H. Ford, J. Gerssen, M. Hughes, D. Macchetto, W. Maciejewski, M.
  Merrifield, C. Scarlata, W. Sparks, M. Stiavelli, Z. Tsvetanov, R. van der
  Marel",The black hole mass vs bulge mass relationship in spiral galaxies,"4 pages, contributed talk at IAU Symposium 205 ""Galaxies and their
  Constituents at the Highest Angular Resolutions"", Manchester UK, August 2000.
  R. Schilizzi, S. Vogel, F. Paresce, M. Elvis eds, ASP Conf. Ser",,,,astro-ph,,"  We describe an on-going HST program aimed at determining the relationship
between the nuclear black hole mass and bulge mass in spiral galaxies. We have
selected a volume limited sample of 54 nearby spiral galaxies for which we
already have ground based emission line rotation curves, CCD surface photometry
and radio maps. We are now obtaining HST/STIS longslit observations of each of
the galaxies in the sample in order to determine the nuclear Halpha rotation
curve at high (~0.1"") spatial resolution. We will use these data to measure the
unresolved dark mass concentration at the nucleus of each object. Here we show
the first results from observations of objects in the sample.
",v1,"Thu, 7 Dec 2000 10:30:47 GMT",,,23-05-2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012156,Jose Alfonso Lopez Aguerri,"J. A. L. Aguerri, M. Balcells & R. F. Peletier",Growth of Galactic Bulges by Mergers: I. Dense Satellites,10 figures (8 poscript and 2 gif). accepted for publication in A&A,,10.1051/0004-6361:20000441,,astro-ph,,"  Andredakis, Peletier & Balcells (1995) fit Sersic's law $\mu(r) \sim r^{1/n}$
to the bulges of the Balcells & Peletier (1994) galaxy sample, and infer that
$n$ drops with morphological type T from $n \approx$ 4--6 for S0 to $n=1$
(exponential) for Sc's. We use collisionless N body simulations to test the
assumption that initially the surface brightness profiles of all bulges were
exponential, and that the steepening of the profiles toward the early-types is
due to satellite accretion. The results are positive. After the accretion of a
satellite, bulge-disk fits show that the bulge grows and that the bulge profile
index $n$ increases proportional to the satellite mass. For a satellite as
massive as the bulge, $n$ rises from 1 to 4. We present kinematic diagnostics
on the remnants and disk thickening. The latter suggests that the bulge growth
must have occurred before the last formation of a thin disk in the galaxy. The
thick disks created by the merger are reminiscent of thick disks seen in
early-type edge-on galaxies.
  The efficiency of the process suggests that present day bulges of late-type
spirals showing exponential profiles cannot have grown significantly by
collisionless mergers.
",v1,"Thu, 7 Dec 2000 10:56:57 GMT",,,31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012157,Forough Nasseri,Forough Nasseri and Sohrab Rahvar,Chaotic Inflation with Variable Space Dimensions,"4 pages, 2 figures, to appear in the proceedings of the CAPP2000,
  eds. Ruth Durrer, Juan Garcia-Bellido, and Mikhail Shaposhnikov, Verbier
  (Switzerland), July 17-28, 2000",,10.1063/1.1363575,,astro-ph,,"  Assuming the space dimension is not constant but decreases during the
expansion of the Universe, we study chaotic inflation with the potential $m^2
\phi^2/2$. We write down field equations in the slow-roll approximation and
define slow -roll parameters by assuming the space dimension to be a dynamical
parameter. The dynamical character of the space dimension shifts the initial
and final value of the inflaton field to larger values, producing delayed
chaotic inflation. We obtain an upper limit for the space dimension at the
Planck length. This result is in agreement with previous works on the effective
time variation of the Newtonian gravitational constant in a model Universe with
variable space dimensions. We present some cosmological consequences and
calculate observable quantities including the spectral indices, their
scale-dependence, and the mass of the inflaton field.
",v1,"Thu, 7 Dec 2000 11:46:28 GMT",v2,"Wed, 13 Dec 2000 09:33:27 GMT",31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012158,Willy Kniazev,"A.Y. Kniazev, D. Engels, S.A. Pustilnik, A.V. Ugryumov, T.F. Kniazeva,
  A.G. Pramsky, N. Brosch, H.-J. Hagen, U. Hopp, Y.I. Izotov, V.A. Lipovetsky,
  J. Masegosa, I. Marquez, J.-M. Martin","The Hamburg/SAO Survey for Emission--Line Galaxies. IV. The Fourth List
  of 119 Galaxies","15 pages, 1 embedded figure and A1-A12(spectra), A&AS in press.
  PS-file of A1-A12(spectra) also available via
  http://precise.sao.ru/Laboratory/Publications/2000/HSSIV_figs.ps.gz",,10.1051/0004-6361:20000333,,astro-ph,,"  We present the fourth list with results of the Hamburg/SAO Survey for
Emission-Line Galaxies (HSS hereafter, SAO - Special Astrophysical Observatory,
Russia). The list is a result of the follow-up spectroscopy conducted with the
6m SAO RAS telescope in 1998, 1999 and 2000. The data of this snap-shot
spectroscopy survey confirmed 127 emission-line objects out of 176 observed
candidates and allowed their quantitative spectral classification. We could
classify 76 emission-line objects as BCG/HII galaxies or probable BCGs, 8 - as
QSOs, 2 - as Seyfert galaxies, 2 - as super-associations in a subluminous
spiral and an irregular galaxy, and 37 as low-excitation objects - either
starburst nuclei (SBN), or dwarf amorphous nuclei starburst galaxies (DANS). We
could not classify 2 ELGs. Furthermore, for 5 galaxies we did not detect any
significant emission lines. For 91 emission-line galaxies, the redshifts and/or
line intensities are determined for the first time. Of the remaining 28
previously known ELGs we give either improved data on the line intensities or
some independent measurements. The candidates were taken from three different
samples selected by different criteria. Among our first priority candidates we
achieved a detection rate of emission-line objects (ELGs + QSOs) of 68%, among
which 51% are BCGs. Observations of a random selected sample among our second
priority candidates showed that only ~10% are BCGs. We found that the confirmed
BCGs have usually a blue colour ((B-R) < 1.0) and a non-stellar appearance in
the APM database. Our third sample is comprised of second priority candidates
fulfilling these criteria derived from the APM. Follow-up spectroscopy of a
small subsample indicates that the expected detection rate for BCGs is ~40%.
",v1,"Thu, 7 Dec 2000 12:12:24 GMT",,,31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012159,Alan Roy,"A.L. Roy, J.M. Wrobel, A.S. Wilson, J.S. Ulvestad, R.P. Norris, C.G.
  Mundell, T.P. Krichbaum, H. Falcke, E.J.M. Colbert",Parsec-Scale Jets and Tori in Seyfert Galaxies,"2 pages, 1 figure, for IAU Symposium 205: Galaxies and their
  Constituents at the Highest Angular Resolutions, Manchester UK, August 2000.
  Proceedings to be published by ASP, edited by R. Schilizzi, S. Vogel, F.
  Paresce, M. Elvis",,,,astro-ph,,"  What causes the dichotomy between very powerful and very weak radio emission
from AGNs? Perhaps the engines are the same but the jets get disrupted by dense
ISM in radio-quiet objects, or else the engines are intrinsically different
with jet power scaling with, say, black hole spin. To distinguish, one can look
for interaction between the jets and the NLR and measure the jet speed close to
the core using VLBI, before environmental effects become important. We find
that in radio-quiet AGN, the jets appear slower and have a greater tendency to
bend, and that one-sidedness and flat-spectrum cores are probably due to
obscuration.
",v1,"Thu, 7 Dec 2000 12:33:54 GMT",,,23-05-2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012160,Diego F. Torres,"Diego F. Torres, Jorge A. Combi, Gustavo E. Romero and P. Benaglia",Positional correlation between low-latitude gamma-ray sources and SNRs,"To be published in the proceedings of the workshop: The nature of the
  unidentified galactic gamma-ray sources, held at INAOE, Mexico, October 2000.
  (A. Carraminana, O. Reiner and D. Thompson Eds., Kluwer Academic Press.)",,10.1007/978-94-010-1007-8_8,,astro-ph gr-qc,,"  We present the results of a spatial correlation analysis between unidentified
gamma-ray sources in the 3EG catalog and candidates to supernova remnants. This
work extends a previous study made by Romero, Benaglia & Torres (1999). We also
consider the gamma-ray emission variability and the spectral index for the
sources with positional coincidence.
",v1,"Thu, 7 Dec 2000 14:05:17 GMT",,,27-01-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012161,Jaan Einasto,J. Einasto,Dark Matter and Large Scale Structure,"23 pages LaTeX text (sty files added), 10 PostScript Figures,
  submitted to Proceedings of the Meeting ""Historical development of modern
  cosmology"", eds. V. Martinez, V. Trimble and M. J. Pons-Borderia,
  Astronomical Soc. Pacific Conference Series",,,,astro-ph,,"  A review of the study of dark matter and large scale structure of the
Universe at Tartu Observatory is given. Tartu astronomers have participated in
this development, starting from Ernst ""Opik and Grigori Kuzmin, and continuing
with the present generation of astronomers. Our goal was to understand better
the structure, origin and evolution of the Universe.
",v1,"Thu, 7 Dec 2000 15:44:43 GMT",,,23-05-2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astro-ph/0012162,Herman L. Marshall,"H.L. Marshall (1), D.E. Harris (2), J.P. Grimes (2), J.J. Drake (2),
  A. Fruscione (2), M. Juda (2), R.P. Kraft (2), S. Mathur (3), S.S. Murray
  (2), P.M. Ogle (1), D.O. Pease (2), D.A. Schwartz (2), A.L. Siemiginowska
  (2), S.D. Vrtilek (2), B.J. Wargelin (2) ((1) Massachusetts Institute of
  Technology, (2) Smithsonian Astrophysical Observatory, (3) Ohio State
  University)",Structure of the X-ray Emission from the Jet of 3C 273,"10 pages, 5 figures; accepted for publication in the Astrophysical
  Journal Letters. For the color image, see fig1.ps or
  http://space.mit.edu/~hermanm/papers/3c273/fig1.jpg",,10.1086/319161,CSR-01-01,astro-ph,,"  We present images from five observations of the quasar 3C 273 with the
Chandra X-ray Observatory. The jet has at least four distinct features which
are not resolved in previous observations. The first knot in the jet (A1) is
very bright in X-rays. Its X-ray spectrum is well fitted with a power law with
alpha = 0.60 +/- 0.05. Combining this measurement with lower frequency data
shows that a pure synchrotron model can fit the spectrum of this knot from
1.647 GHz to 5 keV (over nine decades in energy) with alpha = 0.76 +/- 0.02,
similar to the X-ray spectral slope. Thus, we place a lower limit on the total
power radiated by this knot of 1.5e43 erg/s; substantially more power may be
emitted in the hard X-ray and gamma-ray bands.
  Knot A2 is also detected and is somewhat blended with knot B1. Synchrotron
emission may also explain the X-ray emission but a spectral bend is required
near the optical band. For knots A1 and B1, the X-ray flux dominates the
emitted energy. For the remaining optical knots (C through H), localized X-ray
enhancements that might correspond to the optical features are not clearly
resolved. The position angle of the jet ridge line follows the optical shape
with distinct, aperiodic excursions of +/-1 deg from a median value of
-138.0deg. Finally, we find X-ray emission from the ``inner jet'' between 5 and
10"" from the core.
",v1,"Thu, 7 Dec 2000 20:41:03 GMT",,,31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
